name,color,aroma,regions
Пион,жёлтый,умеренный,"['Африка', 'Австралия']"
Жасмин,розовый,умеренный,"['Африка', 'Европа', 'Южная Америка']"
Гиацинт,зелёный,сильный,['Европа']
Жасмин,белый,сильный,"['Северная Америка', 'Южная Америка', 'Азия']"
Бархатцы,красный,умеренный,['Северная Америка']
Орхидея,розовый,умеренный,"['Азия', 'Европа', 'Африка']"
Хризантема,белый,слабый,"['Южная Америка', 'Европа', 'Северная Америка']"
Жасмин,фиолетовый,сильный,"['Азия', 'Северная Америка']"
Орхидея,жёлтый,сильный,"['Австралия', 'Африка']"
Лаванда,розовый,слабый,"['Австралия', 'Южная Америка', 'Азия']"
Орхидея,белый,сильный,"['Азия', 'Южная Америка']"
Гвоздика,красный,сильный,['Африка']
Гиацинт,белый,слабый,"['Австралия', 'Южная Америка', 'Азия']"
Тюльпан,зелёный,умеренный,"['Африка', 'Южная Америка']"
Лилия,красный,слабый,"['Европа', 'Северная Америка']"
Гвоздика,оранжевый,умеренный,['Африка']
Нарцисс,зелёный,слабый,['Европа']
Нарцисс,жёлтый,сильный,"['Европа', 'Азия', 'Южная Америка']"
Жасмин,красный,умеренный,['Европа']
Гвоздика,жёлтый,умеренный,"['Южная Америка', 'Северная Америка', 'Африка']"
Орхидея,зелёный,умеренный,['Южная Америка']
Гвоздика,оранжевый,умеренный,['Европа']
Тюльпан,синий,сильный,"['Азия', 'Австралия']"
Тюльпан,синий,сильный,"['Южная Америка', 'Африка', 'Европа']"
Гиацинт,розовый,сильный,"['Африка', 'Австралия']"
Гвоздика,зелёный,сильный,['Южная Америка']
Гвоздика,жёлтый,сильный,['Европа']
Тюльпан,зелёный,умеренный,"['Южная Америка', 'Австралия', 'Европа']"
Роза,синий,слабый,['Южная Америка']
Жасмин,оранжевый,слабый,"['Северная Америка', 'Европа']"
Хризантема,синий,сильный,['Азия']
Гиацинт,синий,слабый,['Азия']
Пион,зелёный,сильный,"['Австралия', 'Европа', 'Северная Америка']"
Пион,красный,умеренный,"['Северная Америка', 'Азия']"
Орхидея,розовый,слабый,['Южная Америка']
