name,color,aroma,regions
Лилия,синий,слабый,"['Северная Америка', 'Южная Америка']"
Бегония,жёлтый,слабый,['Европа']
Хризантема,голубой,умеренный,"['Северная Америка', 'Азия']"
Бегония,жёлтый,слабый,['Австралия']
Маргаритка,жёлтый,слабый,"['Северная Америка', 'Австралия', 'Южная Америка']"
Роза,фиолетовый,умеренный,['Южная Америка']
Орхидея,оранжевый,слабый,"['Африка', 'Южная Америка', 'Австралия']"
Роза,красный,сильный,"['Австралия', 'Южная Америка', 'Европа']"
Лилия,синий,сильный,"['Южная Америка', 'Африка', 'Азия']"
Гиацинт,жёлтый,сильный,"['Северная Америка', 'Южная Америка', 'Азия']"
Бархатцы,розовый,сильный,['Австралия']
Лаванда,жёлтый,слабый,"['Австралия', 'Азия', 'Европа']"
Орхидея,жёлтый,сильный,"['Южная Америка', 'Африка']"
Пион,зелёный,умеренный,"['Европа', 'Северная Америка']"
Бархатцы,фиолетовый,умеренный,['Европа']
Гвоздика,красный,сильный,"['Азия', 'Австралия']"
Пион,красный,умеренный,"['Южная Америка', 'Северная Америка']"
Нарцисс,красный,слабый,['Европа']
Хризантема,белый,умеренный,"['Северная Америка', 'Африка', 'Австралия']"
Роза,голубой,умеренный,"['Африка', 'Европа', 'Австралия']"
Гвоздика,зелёный,умеренный,['Австралия']
Гиацинт,зелёный,умеренный,"['Африка', 'Австралия', 'Европа']"
Нарцисс,белый,слабый,"['Европа', 'Азия', 'Северная Америка']"
Гвоздика,синий,умеренный,"['Южная Америка', 'Азия', 'Европа']"
Маргаритка,голубой,сильный,"['Южная Америка', 'Северная Америка', 'Азия']"
Бегония,синий,умеренный,"['Азия', 'Австралия']"
Пион,фиолетовый,сильный,['Африка']
Гиацинт,красный,сильный,"['Европа', 'Австралия']"
Бархатцы,жёлтый,сильный,"['Южная Америка', 'Европа']"
Роза,красный,слабый,"['Южная Америка', 'Африка', 'Австралия']"
Пион,красный,сильный,"['Европа', 'Азия']"
Лаванда,жёлтый,сильный,['Африка']
Нарцисс,розовый,слабый,['Северная Америка']
Маргаритка,розовый,слабый,"['Южная Америка', 'Азия', 'Австралия']"
Орхидея,зелёный,сильный,"['Азия', 'Южная Америка', 'Европа']"
Бегония,розовый,умеренный,['Африка']
Маргаритка,красный,умеренный,"['Северная Америка', 'Южная Америка']"
Гвоздика,зелёный,слабый,"['Африка', 'Европа']"
Маргаритка,зелёный,слабый,['Австралия']
Орхидея,голубой,сильный,"['Австралия', 'Африка']"
Гвоздика,голубой,сильный,"['Австралия', 'Северная Америка']"
Лилия,синий,сильный,"['Африка', 'Европа']"
Хризантема,белый,умеренный,"['Европа', 'Азия']"
Нарцисс,голубой,умеренный,"['Австралия', 'Азия']"
Бегония,белый,сильный,['Северная Америка']
Роза,белый,слабый,"['Европа', 'Африка']"
Роза,голубой,слабый,"['Азия', 'Австралия']"
Лаванда,синий,сильный,"['Азия', 'Африка', 'Южная Америка']"
Гвоздика,красный,сильный,"['Южная Америка', 'Северная Америка', 'Азия']"
Орхидея,фиолетовый,сильный,"['Австралия', 'Северная Америка']"
Пион,зелёный,умеренный,"['Азия', 'Северная Америка']"
Бегония,синий,слабый,"['Азия', 'Африка']"
Гвоздика,белый,умеренный,"['Южная Америка', 'Северная Америка']"
Бархатцы,зелёный,слабый,['Южная Америка']
Лаванда,оранжевый,сильный,['Северная Америка']
Бегония,фиолетовый,сильный,"['Азия', 'Южная Америка']"
Бегония,зелёный,сильный,['Африка']
Роза,зелёный,слабый,"['Азия', 'Северная Америка', 'Европа']"
Бегония,фиолетовый,сильный,"['Африка', 'Южная Америка', 'Азия']"
Бегония,фиолетовый,слабый,"['Африка', 'Азия']"
Роза,розовый,сильный,"['Северная Америка', 'Южная Америка', 'Азия']"
Гвоздика,белый,сильный,"['Австралия', 'Азия']"
Гиацинт,красный,слабый,['Северная Америка']
Маргаритка,розовый,сильный,"['Южная Америка', 'Африка', 'Австралия']"
Лилия,жёлтый,умеренный,"['Европа', 'Южная Америка']"
Хризантема,оранжевый,сильный,['Европа']
Тюльпан,белый,умеренный,['Африка']
Лаванда,красный,сильный,['Азия']
Бархатцы,синий,сильный,"['Северная Америка', 'Африка', 'Австралия']"
Гиацинт,синий,умеренный,['Европа']
Жасмин,жёлтый,умеренный,"['Австралия', 'Северная Америка']"
Хризантема,жёлтый,умеренный,"['Южная Америка', 'Европа']"
Лаванда,зелёный,сильный,['Африка']
Хризантема,жёлтый,умеренный,"['Европа', 'Австралия', 'Южная Америка']"
Хризантема,голубой,сильный,"['Африка', 'Азия']"
Нарцисс,жёлтый,слабый,"['Африка', 'Северная Америка']"
Гвоздика,жёлтый,умеренный,"['Северная Америка', 'Африка']"
Лилия,фиолетовый,слабый,"['Австралия', 'Северная Америка', 'Африка']"
Тюльпан,зелёный,умеренный,"['Европа', 'Северная Америка', 'Африка']"
Пион,белый,слабый,"['Южная Америка', 'Азия']"
Роза,розовый,слабый,['Северная Америка']
Бегония,красный,сильный,['Южная Америка']
Хризантема,голубой,слабый,"['Европа', 'Северная Америка', 'Южная Америка']"
Пион,белый,слабый,['Южная Америка']
Маргаритка,зелёный,сильный,"['Южная Америка', 'Европа', 'Австралия']"
Пион,розовый,слабый,['Европа']
Орхидея,оранжевый,сильный,['Австралия']
Нарцисс,розовый,умеренный,"['Европа', 'Австралия', 'Африка']"
Хризантема,жёлтый,умеренный,"['Южная Америка', 'Австралия']"
Гиацинт,розовый,слабый,"['Европа', 'Африка', 'Азия']"
Лаванда,голубой,слабый,"['Южная Америка', 'Африка', 'Европа']"
Бархатцы,зелёный,умеренный,['Африка']
