name,color,aroma,regions
Бегония,зелёный,умеренный,['Южная Америка']
Тюльпан,голубой,слабый,"['Северная Америка', 'Южная Америка', 'Африка']"
Лаванда,фиолетовый,слабый,"['Южная Америка', 'Европа']"
Бегония,синий,умеренный,"['Европа', 'Африка']"
Хризантема,зелёный,умеренный,['Австралия']
Хризантема,синий,умеренный,['Австралия']
Орхидея,белый,сильный,['Европа']
Пион,оранжевый,сильный,['Африка']
Бегония,жёлтый,слабый,['Европа']
Гвоздика,белый,умеренный,"['Северная Америка', 'Азия']"
Роза,розовый,умеренный,['Северная Америка']
Лаванда,голубой,умеренный,['Азия']
Бархатцы,голубой,сильный,"['Австралия', 'Южная Америка', 'Азия']"
Нарцисс,зелёный,слабый,"['Южная Америка', 'Северная Америка', 'Африка']"
Жасмин,голубой,умеренный,"['Северная Америка', 'Австралия']"
Лилия,жёлтый,умеренный,['Азия']
Гиацинт,розовый,слабый,['Азия']
Тюльпан,розовый,умеренный,"['Азия', 'Африка', 'Европа']"
Бархатцы,фиолетовый,слабый,"['Азия', 'Африка']"
Хризантема,фиолетовый,слабый,"['Австралия', 'Северная Америка', 'Южная Америка']"
Тюльпан,зелёный,слабый,['Азия']
Жасмин,зелёный,сильный,['Африка']
Орхидея,белый,умеренный,"['Африка', 'Европа', 'Южная Америка']"
Хризантема,синий,слабый,['Северная Америка']
Бархатцы,жёлтый,сильный,['Европа']
Бегония,жёлтый,сильный,"['Европа', 'Северная Америка']"
Лаванда,фиолетовый,сильный,"['Австралия', 'Южная Америка', 'Северная Америка']"
Тюльпан,оранжевый,сильный,"['Австралия', 'Азия']"
Хризантема,жёлтый,умеренный,"['Австралия', 'Азия', 'Африка']"
Лилия,белый,слабый,"['Австралия', 'Северная Америка', 'Европа']"
Роза,фиолетовый,умеренный,"['Северная Америка', 'Южная Америка', 'Европа']"
Лаванда,жёлтый,слабый,['Австралия']
Нарцисс,оранжевый,сильный,"['Южная Америка', 'Австралия']"
Пион,фиолетовый,слабый,"['Азия', 'Африка', 'Европа']"
Нарцисс,белый,сильный,['Европа']
Лилия,белый,сильный,['Азия']
Лилия,красный,умеренный,"['Австралия', 'Африка', 'Азия']"
Пион,жёлтый,умеренный,"['Азия', 'Африка']"
Маргаритка,голубой,сильный,['Южная Америка']
Гвоздика,голубой,слабый,"['Северная Америка', 'Южная Америка', 'Азия']"
Гиацинт,зелёный,умеренный,['Южная Америка']
Гиацинт,красный,умеренный,['Южная Америка']
Лилия,белый,умеренный,['Южная Америка']
Орхидея,оранжевый,слабый,"['Южная Америка', 'Австралия']"
Маргаритка,голубой,сильный,"['Европа', 'Северная Америка']"
Гиацинт,оранжевый,умеренный,['Австралия']
Тюльпан,розовый,умеренный,"['Европа', 'Африка', 'Северная Америка']"
Орхидея,белый,слабый,"['Южная Америка', 'Африка']"
Лаванда,розовый,слабый,['Азия']
Орхидея,синий,умеренный,"['Северная Америка', 'Европа', 'Азия']"
Лаванда,оранжевый,сильный,"['Европа', 'Южная Америка', 'Азия']"
Бегония,жёлтый,слабый,"['Австралия', 'Южная Америка', 'Северная Америка']"
Орхидея,зелёный,слабый,"['Австралия', 'Африка']"
Лаванда,белый,слабый,['Африка']
Тюльпан,белый,сильный,"['Африка', 'Южная Америка', 'Европа']"
Хризантема,белый,слабый,['Южная Америка']
Гиацинт,оранжевый,слабый,['Северная Америка']
Тюльпан,красный,сильный,"['Южная Америка', 'Австралия', 'Азия']"
Маргаритка,оранжевый,сильный,['Северная Америка']
Лаванда,белый,умеренный,"['Северная Америка', 'Африка']"
Роза,жёлтый,умеренный,"['Азия', 'Европа']"
Маргаритка,розовый,слабый,"['Африка', 'Южная Америка', 'Азия']"
Тюльпан,розовый,сильный,"['Австралия', 'Африка']"
Тюльпан,красный,слабый,"['Южная Америка', 'Северная Америка', 'Африка']"
Орхидея,белый,умеренный,"['Южная Америка', 'Азия']"
Тюльпан,синий,слабый,['Азия']
Лилия,оранжевый,сильный,"['Европа', 'Южная Америка', 'Австралия']"
Бархатцы,голубой,умеренный,['Южная Америка']
Нарцисс,голубой,умеренный,"['Африка', 'Южная Америка', 'Австралия']"
Бегония,зелёный,слабый,['Северная Америка']
Лаванда,красный,слабый,['Северная Америка']
Бегония,голубой,умеренный,['Азия']
Орхидея,красный,умеренный,['Азия']
Тюльпан,синий,умеренный,"['Австралия', 'Азия']"
Маргаритка,розовый,умеренный,['Азия']
Гиацинт,голубой,слабый,['Европа']
Пион,розовый,сильный,"['Африка', 'Северная Америка', 'Южная Америка']"
Нарцисс,белый,слабый,['Северная Америка']
Лилия,голубой,умеренный,"['Южная Америка', 'Северная Америка']"
Нарцисс,синий,умеренный,"['Австралия', 'Азия']"
Жасмин,белый,сильный,"['Австралия', 'Азия']"
Пион,фиолетовый,сильный,"['Европа', 'Австралия', 'Азия']"
Жасмин,голубой,слабый,"['Южная Америка', 'Африка', 'Европа']"
Хризантема,синий,сильный,"['Австралия', 'Европа']"
Нарцисс,оранжевый,сильный,"['Африка', 'Северная Америка', 'Южная Америка']"
Тюльпан,фиолетовый,сильный,"['Африка', 'Европа']"
Тюльпан,голубой,умеренный,"['Северная Америка', 'Австралия', 'Европа']"
Роза,фиолетовый,слабый,['Европа']
Жасмин,оранжевый,слабый,"['Южная Америка', 'Азия']"
Маргаритка,зелёный,слабый,"['Азия', 'Южная Америка']"
Лилия,оранжевый,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Роза,голубой,сильный,['Северная Америка']
Лилия,фиолетовый,слабый,"['Северная Америка', 'Австралия']"
Бегония,голубой,слабый,"['Австралия', 'Азия']"
Бегония,зелёный,сильный,"['Южная Америка', 'Северная Америка']"
Орхидея,синий,сильный,"['Азия', 'Северная Америка', 'Африка']"
Гиацинт,жёлтый,слабый,"['Африка', 'Северная Америка', 'Южная Америка']"
Роза,оранжевый,слабый,"['Южная Америка', 'Северная Америка']"
Бархатцы,фиолетовый,умеренный,['Австралия']
Роза,розовый,умеренный,['Африка']
Лаванда,голубой,сильный,"['Европа', 'Австралия']"
Маргаритка,белый,сильный,"['Северная Америка', 'Азия']"
Маргаритка,синий,сильный,"['Австралия', 'Азия']"
Лаванда,зелёный,умеренный,"['Северная Америка', 'Южная Америка']"
Бегония,синий,слабый,"['Африка', 'Европа', 'Австралия']"
Тюльпан,зелёный,сильный,"['Северная Америка', 'Австралия', 'Азия']"
Лилия,голубой,сильный,"['Африка', 'Южная Америка', 'Австралия']"
Лаванда,жёлтый,умеренный,"['Африка', 'Северная Америка']"
Лаванда,жёлтый,сильный,"['Южная Америка', 'Австралия']"
Роза,красный,сильный,"['Южная Америка', 'Африка']"
Пион,красный,слабый,"['Азия', 'Африка']"
Пион,жёлтый,умеренный,"['Австралия', 'Африка', 'Европа']"
Пион,оранжевый,слабый,"['Европа', 'Африка', 'Австралия']"
Нарцисс,жёлтый,сильный,['Южная Америка']
Гиацинт,розовый,сильный,['Азия']
Гиацинт,розовый,сильный,"['Австралия', 'Северная Америка']"
Нарцисс,белый,слабый,"['Азия', 'Южная Америка']"
Бегония,розовый,слабый,"['Северная Америка', 'Европа']"
Пион,оранжевый,сильный,"['Северная Америка', 'Австралия', 'Европа']"
Гвоздика,голубой,слабый,"['Северная Америка', 'Африка', 'Азия']"
Лаванда,белый,умеренный,['Северная Америка']
Роза,красный,сильный,['Австралия']
Маргаритка,голубой,слабый,['Европа']
Орхидея,красный,слабый,['Австралия']
Орхидея,жёлтый,сильный,"['Австралия', 'Северная Америка']"
Роза,белый,умеренный,['Африка']
Тюльпан,голубой,умеренный,['Африка']
Нарцисс,синий,умеренный,['Европа']
Лаванда,голубой,слабый,['Азия']
Гвоздика,красный,сильный,"['Южная Америка', 'Австралия', 'Северная Америка']"
Орхидея,розовый,слабый,"['Северная Америка', 'Африка', 'Европа']"
Жасмин,белый,сильный,"['Азия', 'Австралия', 'Африка']"
Маргаритка,зелёный,слабый,"['Африка', 'Австралия']"
Хризантема,жёлтый,сильный,"['Европа', 'Северная Америка']"
Роза,фиолетовый,умеренный,['Южная Америка']
Маргаритка,зелёный,умеренный,"['Южная Америка', 'Африка']"
Гиацинт,фиолетовый,слабый,"['Азия', 'Африка', 'Северная Америка']"
Нарцисс,фиолетовый,слабый,"['Европа', 'Северная Америка', 'Африка']"
